CrimeDate,CrimeCode,Location,Description,Weapon,District,Neighborhood
9/20/2017,6E,100 N ROCK GLEN RD,LARCENY,,SOUTHWESTERN,Ten Hills
9/20/2017,6E,300 N CHAPELGATE LN,LARCENY,,SOUTHWESTERN,Ten Hills
9/19/2017,6C,2700 WASHINGTON BLVD,LARCENY,,SOUTHWESTERN,Morrell Park
9/19/2017,6J,2100 HAINES ST,LARCENY,,SOUTHERN,Carroll - Camden Industri
9/19/2017,6E,2600 HAFER ST,LARCENY,,SOUTHWESTERN,Shipley Hill
9/19/2017,6C,3700 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
9/19/2017,6J,300 BONSAL ST,LARCENY,,SOUTHEASTERN,Hopkins Bayview
9/19/2017,6C,3300 BELAIR RD,LARCENY,,NORTHEASTERN,Belair-Edison
9/19/2017,6J,2000 NORTHBOURNE RD,LARCENY,,NORTHEASTERN,Perring Loch
9/19/2017,6J,500 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
9/19/2017,6J,0 SOUTH ST,LARCENY,,CENTRAL,Downtown
9/19/2017,6C,3500 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
9/19/2017,6G,1600 MONTPELIER ST,LARCENY,,NORTHEASTERN,Coldstream Homestead Mont
9/19/2017,6G,800 E PRATT ST,LARCENY,,SOUTHEASTERN,Little Italy
9/19/2017,6G,800 E PRATT ST,LARCENY,,SOUTHEASTERN,Little Italy
9/19/2017,6C,3400 FREDERICK AVE,LARCENY,,SOUTHWESTERN,Irvington
9/19/2017,6G,0 W CENTRE ST,LARCENY,,CENTRAL,Mount Vernon
9/19/2017,6C,200 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
9/19/2017,6G,3200 BAYONNE AVE,LARCENY,,NORTHEASTERN,Glenham-Belhar
9/19/2017,6C,0 N HOWARD ST,LARCENY,,CENTRAL,Downtown
9/19/2017,6E,1500 WHITELOCK ST,LARCENY,,WESTERN,Penn North
9/19/2017,6J,4900 EASTERN AV,LARCENY,,SOUTHEASTERN,Greektown
9/19/2017,6E,6500 FRANKFORD AVE,LARCENY,,NORTHEASTERN,Pulaski Industrial Area
9/19/2017,6E,2000 N EDGEWOOD ST,LARCENY,,SOUTHWESTERN,Fairmont
9/19/2017,6B,900 WOODSON RD,LARCENY,,NORTHERN,Lake Walker
9/19/2017,6G,100 KANE ST,LARCENY,,SOUTHEASTERN,Hopkins Bayview
9/19/2017,6E,5700 PULASKI HWY,LARCENY,,NORTHEASTERN,Pulaski Industrial Area
9/19/2017,6G,100 SAINT PAUL ST,LARCENY,,CENTRAL,Downtown
9/19/2017,6E,900 WATSON ST,LARCENY,,SOUTHEASTERN,Jonestown
9/19/2017,6E,3200 W NORTH AVE,LARCENY,,SOUTHWESTERN,Walbrook
9/18/2017,6F,100 E HAMBURG ST,LARCENY,,SOUTHERN,Federal Hill
9/18/2017,6J,3000 HARLEM AVE,LARCENY,,SOUTHWESTERN,Franklintown Road
9/18/2017,6E,2000 WHEELER AVE,LARCENY,,WESTERN,Mondawmin
9/18/2017,6C,400 S BROADWAY,LARCENY,,SOUTHEASTERN,Fells Point
9/18/2017,6E,600 WILLOW AVE,LARCENY,,NORTHERN,Wilson Park
9/18/2017,6F,300 E 33RD ST,LARCENY,,NORTHERN,Abell
9/18/2017,6C,6600 BELAIR RD,LARCENY,,NORTHEASTERN,Cedmont
9/18/2017,6G,800 LINDEN AVE,LARCENY,,CENTRAL,Mount Vernon
9/18/2017,6G,800 LINDEN AVE,LARCENY,,CENTRAL,Mount Vernon
9/18/2017,6C,3700 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
9/18/2017,6G,100 E PRESTON ST,LARCENY,,CENTRAL,Mid-Town Belvedere
9/18/2017,6F,2900 N CALVERT ST,LARCENY,,NORTHERN,Charles Village
9/18/2017,6E,2000 HARLEM AVE,LARCENY,,WESTERN,Midtown-Edmondson
9/18/2017,6G,700 GLADSTONE AVE,LARCENY,,NORTHERN,Wyndhurst
9/18/2017,6G,3300 CARLISLE AVE,LARCENY,,NORTHWESTERN,Hanlon-Longwood
9/18/2017,6J,2000 N WOLFE ST,LARCENY,,EASTERN,Darley Park
9/18/2017,6C,5600 THE ALAMEDA,LARCENY,,NORTHERN,Glen Oaks
9/18/2017,6C,0 N HOWARD ST,LARCENY,,CENTRAL,Downtown
9/18/2017,6C,6100 HARFORD RD,LARCENY,,NORTHEASTERN,Westfield
9/18/2017,6B,400 E OLIVER ST,LARCENY,,EASTERN,Greenmount West
9/18/2017,6C,3300 E FAYETTE ST,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
9/18/2017,6E,800 E 22ND ST,LARCENY,,EASTERN,East Baltimore Midway
9/18/2017,6C,2700 WASHINGTON BLVD,LARCENY,,SOUTHWESTERN,Morrell Park
9/18/2017,6C,2900 GARRISON BLVD,LARCENY,,NORTHWESTERN,Hanlon-Longwood
9/18/2017,6G,4800 YELLOWWOOD AVE,LARCENY,,NORTHERN,Coldspring
9/18/2017,6E,2100 E FEDERAL ST,LARCENY,,EASTERN,Broadway East
9/18/2017,6C,4000 EASTERN AVE,LARCENY,,SOUTHEASTERN,Highlandtown
9/18/2017,6E,1100 CLENDENIN ST,LARCENY,,CENTRAL,Reservoir Hill
9/18/2017,6E,5400 CEDONIA AVE,LARCENY,,NORTHEASTERN,Cedonia
9/18/2017,6J,1600 PRESBURY ST,LARCENY,,WESTERN,Sandtown-Winchester
9/18/2017,6E,900 COOKS LN,LARCENY,,SOUTHWESTERN,West Hills
9/18/2017,6J,1800 N FOREST PARK AVE,LARCENY,,SOUTHWESTERN,Franklintown
9/18/2017,6G,400 S HIGH ST,LARCENY,,SOUTHEASTERN,Little Italy
9/18/2017,6C,200 E BALTIMORE ST,LARCENY,,CENTRAL,Downtown
9/17/2017,6F,33RD ST & OLD YORK RD,LARCENY,,NORTHERN,Better Waverly
9/17/2017,6E,2700 ELLICOTT DY,LARCENY,,SOUTHWESTERN,Winchester
9/17/2017,6G,700 E COLD SPRING LN,LARCENY,,NORTHERN,Richnor Springs
9/17/2017,6C,6600 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
9/17/2017,6C,4000 EASTERN AVE,LARCENY,,SOUTHEASTERN,Highlandtown
9/17/2017,6G,5100 GWYNN OAK AVE,LARCENY,,NORTHWESTERN,Howard Park
9/17/2017,6G,500 E PRESTON ST,LARCENY,,EASTERN,Johnston Square
9/17/2017,6E,1700 W LANVALE ST,LARCENY,,WESTERN,Harlem Park
9/17/2017,6J,3900 INNER CIR,LARCENY,,SOUTHERN,Curtis Bay
9/17/2017,6C,6600 BELAIR RD,LARCENY,,NORTHEASTERN,Cedmont
9/17/2017,6C,2400 FREDERICK AVE,LARCENY,,SOUTHWESTERN,Millhill
9/17/2017,6J,200 S HILTON ST,LARCENY,,SOUTHWESTERN,Carroll-South Hilton
9/17/2017,6E,1800 WILMINGTON AVE,LARCENY,,SOUTHWESTERN,Morrell Park
9/17/2017,6G,600 S PRESIDENT ST,LARCENY,,SOUTHEASTERN,Inner Harbor
9/17/2017,6G,600 W 33RD ST,LARCENY,,NORTHERN,Wyman Park
9/17/2017,6G,4900 HARFORD RD,LARCENY,,NORTHEASTERN,Lauraville
9/17/2017,6E,1500 LOCHWOOD RD,LARCENY,,NORTHEASTERN,Hillen
9/17/2017,6C,100 W LEXINGTON ST,LARCENY,,CENTRAL,Downtown
9/17/2017,6C,2700 WASHINGTON BLVD,LARCENY,,SOUTHWESTERN,Morrell Park
9/17/2017,6F,400 KEY HWY,LARCENY,,CENTRAL,Inner Harbor
9/17/2017,6G,1600 THAMES ST,LARCENY,,SOUTHEASTERN,Fells Point
9/17/2017,6C,1000 W 41ST ST,LARCENY,,NORTHERN,Hoes Heights
9/16/2017,6C,1100 E Cold Spring Ln,LARCENY,,NORTHEASTERN,New Northwood
9/16/2017,6J,1300 TOMPKINS ST,LARCENY,,SOUTHERN,Curtis Bay
9/16/2017,6C,3600 ELM AVE,LARCENY,,NORTHERN,Hampden
9/16/2017,6C,4600 EASTERN AVE,LARCENY,,SOUTHEASTERN,Greektown
9/16/2017,6C,2700 WASHINGTON BLVD,LARCENY,,SOUTHWESTERN,Morrell Park
9/16/2017,6F,1400 WARD ST,LARCENY,,SOUTHERN,Washington Village/Pigtow
9/16/2017,6J,6600 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
9/16/2017,6C,5100 SINCLAIR LN,LARCENY,,NORTHEASTERN,Frankford
9/16/2017,6C,2100 W PATAPSCO AVE,LARCENY,,SOUTHERN,Lakeland
9/16/2017,6C,4000 EASTERN AVE,LARCENY,,SOUTHEASTERN,Highlandtown
9/16/2017,6E,2500 W BALTIMORE ST,LARCENY,,SOUTHWESTERN,Shipley Hill
9/16/2017,6J,4400 PARK HEIGHTS AVE,LARCENY,,NORTHWESTERN,Central Park Heights
9/16/2017,6E,1500 LOCHWOOD RD,LARCENY,,NORTHEASTERN,Hillen
9/16/2017,6J,2200 N HOWARD ST,LARCENY,,NORTHERN,Old Goucher
9/16/2017,6C,2400 FREDERICK AVE,LARCENY,,SOUTHWESTERN,Millhill
9/16/2017,6C,3200 TIOGA PKWY,LARCENY,,NORTHWESTERN,Mondawmin
9/16/2017,6C,6800 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
9/16/2017,6J,6700 PULASKI HWY,LARCENY,,NORTHEASTERN,Pulaski Industrial Area
9/16/2017,6G,3100 EASTERN AVE,LARCENY,,SOUTHEASTERN,Highlandtown
9/16/2017,6J,500 W PRATT ST,LARCENY,,SOUTHERN,Downtown West
9/16/2017,6F,2000 ALICEANNA ST,LARCENY,,SOUTHEASTERN,Fells Point
9/16/2017,6F,1600 OLIVE ST,LARCENY,,SOUTHERN,South Baltimore
9/16/2017,6E,7200 HARFORD RD,LARCENY,,NORTHEASTERN,North Harford Road
9/16/2017,6J,2200 LINDEN AVE,LARCENY,,CENTRAL,Reservoir Hill
9/16/2017,6G,1500 RUSSELL ST,LARCENY,,SOUTHERN,Carroll - Camden Industri
9/16/2017,6C,100 S BROADWAY,LARCENY,,SOUTHEASTERN,Washington Hill
9/15/2017,6E,1900 N WOLFE ST,LARCENY,,EASTERN,South Clifton Park
9/15/2017,6E,1200 CHURCH ST,LARCENY,,SOUTHERN,Curtis Bay
9/15/2017,6C,200 E BALTIMORE ST,LARCENY,,CENTRAL,Downtown
9/15/2017,6C,3300 E FAYETTE ST,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
9/15/2017,6J,2400 MAYFIELD AVE,LARCENY,,NORTHEASTERN,Mayfield
9/15/2017,6G,4000 DUVALL AVE,LARCENY,,NORTHWESTERN,Windsor Hills
9/15/2017,6E,300 N CHAPELGATE LN,LARCENY,,SOUTHWESTERN,Ten Hills
9/15/2017,6J,5100 PENNINGTON AVE,LARCENY,,SOUTHERN,Curtis Bay
9/15/2017,6J,700 N GILMOR ST,LARCENY,,WESTERN,Harlem Park
9/15/2017,6J,GAY ST & E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
9/15/2017,6E,1200 WILCOX ST,LARCENY,,EASTERN,Johnston Square
9/15/2017,6J,2900 CHERRYLAND RD,LARCENY,,SOUTHERN,Cherry Hill
9/15/2017,6J,3700 MONTEREY RD,LARCENY,,NORTHEASTERN,Ednor Gardens-Lakeside
9/15/2017,6G,700 WYNDHURST AVE,LARCENY,,NORTHERN,Wyndhurst
9/15/2017,6C,3500 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
9/15/2017,6G,1400 W MOUNT ROYAL AVE,LARCENY,,CENTRAL,Bolton Hill
9/15/2017,6J,2900 WASHINGTON BLVD,LARCENY,,SOUTHWESTERN,Morrell Park
9/15/2017,6E,2200 REISTERSTOWN RD,LARCENY,,WESTERN,Mondawmin
9/15/2017,6G,200 W MULBERRY ST,LARCENY,,CENTRAL,Downtown
9/15/2017,6C,2500 N CHARLES ST,LARCENY,,NORTHERN,Charles Village
9/15/2017,6J,100 S PATTERSON PARK AVE,LARCENY,,SOUTHEASTERN,Butcher's Hill
9/15/2017,6J,600 PORTLAND ST,LARCENY,,SOUTHERN,Ridgely's Delight
9/15/2017,6G,4100 WEST BAY CT,LARCENY,,SOUTHERN,Brooklyn
9/15/2017,6E,5000 LINDSAY RD,LARCENY,,SOUTHWESTERN,West Hills
9/15/2017,6C,2000 FLEET ST,LARCENY,,SOUTHEASTERN,Fells Point
9/15/2017,6E,4000 LABYRINTH RD,LARCENY,,NORTHWESTERN,Fallstaff
9/15/2017,6E,700 REEDBIRD AVE,LARCENY,,SOUTHERN,Middle Branch/Reedbird Pa
9/15/2017,6G,3000 MATHEWS ST,LARCENY,,NORTHERN,Better Waverly
9/15/2017,6F,100 E MONTGOMERY ST,LARCENY,,SOUTHERN,Federal Hill
9/14/2017,6C,BARNEY ST & PATAPSCO ST,LARCENY,,SOUTHERN,South Baltimore
9/14/2017,6G,3500 GREENMOUNT AVE,LARCENY,,NORTHERN,Waverly
9/14/2017,6F,1000 S HIGHLAND AVE,LARCENY,,SOUTHEASTERN,Canton
9/14/2017,6J,5100 MIDWOOD AVE,LARCENY,,NORTHERN,Kenilworth Park
9/14/2017,6J,900 N CAREY ST,LARCENY,,WESTERN,Sandtown-Winchester
9/14/2017,6G,800 W FAYETTE ST,LARCENY,,WESTERN,Poppleton
9/14/2017,6E,6500 EASTERN AVE,LARCENY,,SOUTHEASTERN,Pulaski Industrial Area
9/14/2017,6J,900 W FAYETTE ST,LARCENY,,WESTERN,Poppleton
9/14/2017,6J,0 N POTOMAC ST,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
9/14/2017,6G,500 N CHARLES ST,LARCENY,,CENTRAL,Mount Vernon
9/14/2017,6J,3900 INNER CIR,LARCENY,,SOUTHERN,Curtis Bay
9/14/2017,6G,6600 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
9/14/2017,6E,100 N FREMONT AVE,LARCENY,,WESTERN,Poppleton
9/14/2017,6C,2700 WASHINGTON BLVD,LARCENY,,SOUTHWESTERN,Morrell Park
9/14/2017,6G,PL & E LOMBARD ST,LARCENY,,CENTRAL,Inner Harbor
9/14/2017,6C,900 N CHARLES ST,LARCENY,,CENTRAL,Mount Vernon
9/14/2017,6J,200 S BOULDIN ST,LARCENY,,SOUTHEASTERN,Highlandtown
9/14/2017,6G,100 W FAYETTE ST,LARCENY,,CENTRAL,Downtown
9/14/2017,6E,5800 LOCH RAVEN BLVD,LARCENY,,NORTHEASTERN,Loch Raven
9/14/2017,6C,1000 S CHARLES ST,LARCENY,,SOUTHERN,Federal Hill
9/14/2017,6C,2500 N CHARLES ST,LARCENY,,NORTHERN,Charles Village
9/14/2017,6J,400 N CALVERT ST,LARCENY,,CENTRAL,Downtown
9/14/2017,6E,4200 RAYMAR AVE,LARCENY,,NORTHEASTERN,Frankford
9/14/2017,6E,0 N KENWOOD AVE,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
9/14/2017,6J,1000 S POTOMAC ST,LARCENY,,SOUTHEASTERN,Canton
9/14/2017,6G,1000 WEBB CT,LARCENY,,EASTERN,Oldtown
9/14/2017,6J,3000 REMINGTON AVE,LARCENY,,NORTHERN,Remington
9/14/2017,6E,3400 BATEMAN AV,LARCENY,,NORTHWESTERN,Hanlon-Longwood
9/14/2017,6E,5900 BERTRAM AVE,LARCENY,,NORTHEASTERN,Glenham-Belhar
9/14/2017,6E,3600 BENSON AVE,LARCENY,,SOUTHWESTERN,Violetville
9/13/2017,6C,100 S BROADWAY,LARCENY,,SOUTHEASTERN,Washington Hill
9/13/2017,6B,200 ALBEMARLE ST,LARCENY,,SOUTHEASTERN,Little Italy
9/13/2017,6G,1800 ORLEANS ST,LARCENY,,EASTERN,Dunbar-Broadway
9/13/2017,6C,3500 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
9/13/2017,6J,4300 ORCHARD RIDGE BLVD,LARCENY,,NORTHEASTERN,Orchard Ridge
9/13/2017,6J,1900 WILKENS AVE,LARCENY,,SOUTHERN,Carrollton Ridge
9/13/2017,6J,3800 GRANTLEY RD,LARCENY,,NORTHWESTERN,Ashburton
9/13/2017,6C,2700 WASHINGTON BLVD,LARCENY,,SOUTHWESTERN,Morrell Park
9/13/2017,6E,0 S WASHINGTON ST,LARCENY,,SOUTHEASTERN,Butcher's Hill
9/13/2017,6G,,LARCENY,,NORTHERN,
9/13/2017,6J,4600 FOSTER AVE,LARCENY,,SOUTHEASTERN,Greektown
9/13/2017,6J,100 E READ ST,LARCENY,,CENTRAL,Mount Vernon
9/13/2017,6E,5700 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Glen
9/13/2017,6J,1800 LYDONLEA WAY,LARCENY,,NORTHEASTERN,Loch Raven
9/13/2017,6C,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
9/13/2017,6C,3700 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
9/13/2017,6G,1100 WINSTON AVE,LARCENY,,NORTHERN,Kenilworth Park
9/13/2017,6J,100 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
9/13/2017,6A,4100 W ROGERS AVE,LARCENY,,NORTHWESTERN,Woodmere
9/13/2017,6E,2700 WILMARCO AVE,LARCENY,,SOUTHWESTERN,Wilhelm Park
9/13/2017,6J,AV & E FEDERAL ST,LARCENY,,EASTERN,Greenmount West
9/13/2017,6G,700 E 20TH ST,LARCENY,,EASTERN,East Baltimore Midway
9/13/2017,6E,2700 ELLICOTT DY,LARCENY,,SOUTHWESTERN,Winchester
9/13/2017,6J,1300 W PRATT ST,LARCENY,,SOUTHERN,New Southwest/Mount Clare
9/13/2017,6E,3500 W FRANKLIN ST,LARCENY,,SOUTHWESTERN,Allendale
9/13/2017,6J,2300 GARRETT AVE,LARCENY,,EASTERN,East Baltimore Midway
9/13/2017,6J,0 S SCHROEDER ST,LARCENY,,SOUTHERN,Hollins Market
9/12/2017,6C,600 E 33RD ST,LARCENY,,NORTHERN,Better Waverly
9/12/2017,6E,3500 CEDARDALE RD,LARCENY,,NORTHWESTERN,Ashburton
9/12/2017,6C,6700 EASTERN AVE,LARCENY,,SOUTHEASTERN,Pulaski Industrial Area
9/12/2017,6J,1100 SARGEANT ST,LARCENY,,SOUTHERN,Washington Village/Pigtow
9/12/2017,6F,3500 CLAREMONT ST,LARCENY,,SOUTHEASTERN,Highlandtown
9/12/2017,6G,100 N BROADWAY,LARCENY,,SOUTHEASTERN,Washington Hill
9/12/2017,6G,100 N BROADWAY,LARCENY,,SOUTHEASTERN,Washington Hill
9/12/2017,6E,1000 BENNETT PL,LARCENY,,WESTERN,Harlem Park
9/12/2017,6G,2100 HOLLINS FERRY RD,LARCENY,,SOUTHWESTERN,Saint Paul
9/12/2017,6F,600 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
9/12/2017,6C,0 W BIDDLE ST,LARCENY,,CENTRAL,Mid-Town Belvedere
9/12/2017,6G,0 LIGHT ST,LARCENY,,CENTRAL,Downtown
9/12/2017,6J,4100 DUANE AVE,LARCENY,,SOUTHERN,Brooklyn
9/12/2017,6E,1900 EAGLE ST,LARCENY,,SOUTHERN,Carrollton Ridge
9/12/2017,6J,2000 N EDGEWOOD ST,LARCENY,,SOUTHWESTERN,Fairmont
9/12/2017,6J,1300 E 36TH ST,LARCENY,,NORTHEASTERN,Ednor Gardens-Lakeside
9/12/2017,6G,600 N WOLFE ST,LARCENY,,EASTERN,Dunbar-Broadway
9/12/2017,6C,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
9/12/2017,6G,2800 BROENING HWY,LARCENY,,SOUTHEASTERN,Dundalk Marine Terminal
9/12/2017,6J,600 LAURENS ST,LARCENY,,CENTRAL,Upton
9/12/2017,6C,900 PENNSYLVANIA AVE,LARCENY,,CENTRAL,Heritage Crossing
9/12/2017,6C,6800 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Fallstaff
9/12/2017,6J,3100 TOWANDA AVE,LARCENY,,NORTHWESTERN,Liberty Square
9/12/2017,6J,3100 ROCKWOOD AVE,LARCENY,,NORTHWESTERN,Glen
9/12/2017,6C,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
9/12/2017,6F,100 S CHARLES ST,LARCENY,,CENTRAL,Downtown West
9/12/2017,6C,3700 FLEET ST,LARCENY,,SOUTHEASTERN,Brewers Hill
9/11/2017,6J,3100 GOUGH ST,LARCENY,,SOUTHEASTERN,Highlandtown
9/11/2017,6C,6300 EASTERN AVE,LARCENY,,SOUTHEASTERN,Pulaski Industrial Area
9/11/2017,6E,2000 DEERING AVE,LARCENY,,SOUTHWESTERN,Morrell Park
9/11/2017,6C,2400 LIBERTY HEIGHTS AVE,LARCENY,,WESTERN,Mondawmin
9/11/2017,6J,600 N PACA ST,LARCENY,,CENTRAL,Seton Hill
9/11/2017,6E,400 FOLCROFT ST,LARCENY,,SOUTHEASTERN,Bayview
9/11/2017,6E,3000 MALLVIEW RD,LARCENY,,SOUTHERN,Lakeland
9/11/2017,6J,5300 READY AVE,LARCENY,,NORTHERN,Woodbourne-McCabe
9/11/2017,6E,1000 HERNDON CT,LARCENY,,SOUTHERN,Brooklyn
9/11/2017,6C,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
9/11/2017,6G,200 E NORTH AVE,LARCENY,,EASTERN,Barclay
9/11/2017,6E,7000 SURREY DR,LARCENY,,NORTHWESTERN,Fallstaff
9/11/2017,6E,3500 WOODLAND AVE,LARCENY,,NORTHWESTERN,Central Park Heights
9/11/2017,6J,2200 N FULTON AVE,LARCENY,,WESTERN,Penn North
9/11/2017,6J,BOONE ST,LARCENY,,EASTERN,East Baltimore Midway
9/11/2017,6E,300 MARYDELL RD,LARCENY,,SOUTHWESTERN,Irvington
9/11/2017,6E,600 BRIDGEVIEW RD,LARCENY,,SOUTHERN,Cherry Hill
9/11/2017,6J,ST & ELLIOTT ST,LARCENY,,SOUTHEASTERN,O'Donnell Heights
9/11/2017,6E,3800 COTTAGE AVE,LARCENY,,NORTHERN,Greenspring
9/11/2017,6C,5100 SINCLAIR LN,LARCENY,,NORTHEASTERN,Frankford
9/11/2017,6C,3500 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
9/11/2017,6C,1500 HARFORD AVE,LARCENY,,EASTERN,Oliver
9/11/2017,6J,CALVERT ST & E 20TH ST,LARCENY,,NORTHERN,Barclay
9/11/2017,6G,400 LYNDHURST ST,LARCENY,,SOUTHWESTERN,Allendale
9/11/2017,6C,3100 SAINT PAUL ST,LARCENY,,NORTHERN,Charles Village
9/11/2017,6J,600 POPLAR GROVE ST,LARCENY,,SOUTHWESTERN,Franklintown Road
9/11/2017,6E,4100 10TH ST,LARCENY,,SOUTHERN,Brooklyn
9/11/2017,6E,3100 GRANADA AVE,LARCENY,,NORTHWESTERN,Central Forest Park
9/11/2017,6G,600 CLAYMONT AVE,LARCENY,,WESTERN,Mosher
9/11/2017,6J,6500 COLGATE AVE,LARCENY,,SOUTHEASTERN,Saint Helena
9/10/2017,6C,2600 E FAIRMOUNT AVE,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
9/10/2017,6C,600 E 33RD ST,LARCENY,,NORTHERN,Better Waverly
9/10/2017,6J,BALTIMORE ST & N HILTON ST,LARCENY,,SOUTHWESTERN,Carroll-South Hilton
9/10/2017,6C,3500 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
9/10/2017,6F,1700 FLEET ST,LARCENY,,SOUTHEASTERN,Fells Point
9/10/2017,6E,1700 MCCULLOH ST,LARCENY,,CENTRAL,Upton
9/10/2017,6C,100 N WOLFE ST,LARCENY,,SOUTHEASTERN,Washington Hill
9/10/2017,6C,2400 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton
9/10/2017,6C,900 N CHARLES ST,LARCENY,,CENTRAL,Mount Vernon
9/10/2017,6C,3100 GREENMOUNT AVE,LARCENY,,NORTHERN,Better Waverly
9/10/2017,6J,3400 E PRATT ST,LARCENY,,SOUTHEASTERN,Baltimore Highlands
9/10/2017,6C,1000 S HANOVER ST,LARCENY,,SOUTHERN,Sharp-Leadenhall
9/10/2017,6J,200 W READ ST,LARCENY,,CENTRAL,Mount Vernon
9/9/2017,6F,1800 JACKSON ST,LARCENY,,SOUTHERN,Riverside
9/9/2017,6G,400 FALLSWAY,LARCENY,,CENTRAL,Penn-Fallsway
9/9/2017,6F,500 E BALTIMORE ST,LARCENY,,CENTRAL,Downtown
9/9/2017,6A,4900 PENNINGTON AVE,LARCENY,,SOUTHERN,Curtis Bay
9/9/2017,6J,3200 TIOGA PKWY,LARCENY,,NORTHWESTERN,Mondawmin
9/9/2017,6E,3200 GULFPORT DR,LARCENY,,SOUTHERN,Cherry Hill
9/9/2017,6C,3700 S HANOVER ST,LARCENY,,SOUTHERN,Brooklyn
9/9/2017,6G,0 CUSTOM HOUSE AVE,LARCENY,,CENTRAL,Downtown
9/9/2017,6C,2400 FREDERICK AVE,LARCENY,,SOUTHWESTERN,Millhill
9/9/2017,6J,2600 REISTERSTOWN RD,LARCENY,,WESTERN,Mondawmin
9/9/2017,6C,2400 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton
9/9/2017,6C,3500 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
9/9/2017,6F,2100 W PATAPSCO AVE,LARCENY,,SOUTHERN,Lakeland
9/9/2017,6C,200 MCMECHEN ST,LARCENY,,CENTRAL,Bolton Hill
9/9/2017,6C,4100 PATTERSON AVE,LARCENY,,NORTHWESTERN,Reisterstown Station
9/9/2017,6A,300 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
9/9/2017,6E,5900 DOVERDALE DR,LARCENY,,NORTHWESTERN,Glen
9/9/2017,6L,2000 W BALTIMORE ST,LARCENY,,WESTERN,Penrose/Fayette Street Ou
9/9/2017,6C,900 N CHARLES ST,LARCENY,,CENTRAL,Mount Vernon
9/9/2017,6C,900 N CHARLES ST,LARCENY,,CENTRAL,Mount Vernon
9/9/2017,6C,1700 WASHINGTON BLVD,LARCENY,,SOUTHERN,Carroll - Camden Industri
9/9/2017,6J,25TH ST & MARYLAND AV,LARCENY,,NORTHERN,Charles Village
9/9/2017,6C,900 N CHARLES ST,LARCENY,,CENTRAL,Mount Vernon
9/9/2017,6E,200 KANE ST,LARCENY,,SOUTHEASTERN,Hopkins Bayview
9/9/2017,6C,3400 CLIFTON AVE,LARCENY,,SOUTHWESTERN,Mount Holly
9/9/2017,6E,600 RESERVOIR ST,LARCENY,,CENTRAL,Reservoir Hill
9/9/2017,6G,500 HALF MILE CT,LARCENY,,CENTRAL,Seton Hill
9/9/2017,6J,3500 3RD ST,LARCENY,,SOUTHERN,Brooklyn
9/9/2017,6E,1200 MADISON AVE,LARCENY,,CENTRAL,Upton
9/9/2017,6F,1400 HAUBERT ST,LARCENY,,SOUTHERN,Locust Point
9/9/2017,6E,2700 HEMLOCK AVE,LARCENY,,NORTHEASTERN,Hamilton Hills
9/9/2017,6G,1500 RUSSELL ST,LARCENY,,SOUTHERN,Carroll - Camden Industri
9/9/2017,6C,1800 PENNSYLVANIA AVE,LARCENY,,CENTRAL,Upton
9/9/2017,6J,0 S SCHROEDER ST,LARCENY,,SOUTHERN,Hollins Market
9/8/2017,6J,2400 LIBERTY HEIGHTS AVE,LARCENY,,WESTERN,Mondawmin
9/8/2017,6F,1600 THAMES ST,LARCENY,,SOUTHEASTERN,Fells Point
9/8/2017,6F,200 S CHESTER ST,LARCENY,,SOUTHEASTERN,Upper Fells Point
