CrimeDate,CrimeCode,Location,Description,Weapon,District,Neighborhood
6/7/2014,6F,1300 ORLEANS ST,LARCENY,,EASTERN,Dunbar-Broadway
6/7/2014,6G,2300 DRUID HILL AV,LARCENY,,WESTERN,Penn North
6/7/2014,6G,300 W 28TH ST,LARCENY,,NORTHERN,Remington
6/7/2014,6J,100 N DECKER AV,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
6/7/2014,6E,1900 WHISTLER AV,LARCENY,,SOUTHWESTERN,Morrell Park
6/7/2014,6G,4000 LIBERTY HGTS AV,LARCENY,,NORTHWESTERN,Central Forest Park
6/7/2014,6J,100 W FAYETTE ST,LARCENY,,CENTRAL,Downtown
6/6/2014,6G,300 W FRANKLIN ST,LARCENY,,CENTRAL,Downtown
6/6/2014,6B,1000 E BALTIMORE ST,LARCENY,,SOUTHEASTERN,Jonestown
6/6/2014,6G,2400 HARRIETT AV,LARCENY,,SOUTHERN,Lakeland
6/6/2014,6E,300 S NORRIS ST,LARCENY,,SOUTHERN,New Southwest/Mount Clare
6/6/2014,6C,5100 SINCLAIR LA,LARCENY,,NORTHEASTERN,Frankford
6/6/2014,6G,300 W CAMDEN ST,LARCENY,,CENTRAL,Stadium Area
6/6/2014,6J,100 W UNIVERSITY PW,LARCENY,,NORTHERN,Tuscany-Canterbury
6/6/2014,6C,2400 FREDERICK AV,LARCENY,,SOUTHWESTERN,Millhill
6/6/2014,6E,2700 GARRISON BD,LARCENY,,NORTHWESTERN,Garwyn Oaks
6/6/2014,6E,3100 PARKINGTON AV,LARCENY,,NORTHWESTERN,Glen
6/6/2014,6E,700 N KRESSON ST,LARCENY,,EASTERN,Orangeville
6/6/2014,6J,200 N CHESTER ST,LARCENY,,EASTERN,CARE
6/6/2014,6E,,LARCENY,,NORTHERN,
6/6/2014,6E,1500 W PATAPSCO AV,LARCENY,,SOUTHERN,Cherry Hill
6/6/2014,6B,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
6/6/2014,6E,600 S HAVEN ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/6/2014,6E,600 S HAVEN ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/6/2014,6J,800 WILDWOOD PW,LARCENY,,SOUTHWESTERN,Edmondson Village
6/6/2014,6E,600 S HAVEN ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/6/2014,6G,1100 N MOUNT ST,LARCENY,,WESTERN,Sandtown-Winchester
6/6/2014,6C,2300 W PATAPSCO AV,LARCENY,,SOUTHERN,Lakeland
6/6/2014,6C,200 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/6/2014,6C,1600 SULGRAVE AV,LARCENY,,NORTHERN,Mount Washington
6/6/2014,6E,2200 N HOWARD ST,LARCENY,,NORTHERN,Old Goucher
6/6/2014,6B,1300 GORSUCH AVE,LARCENY,,NORTHEASTERN,Coldstream Homestead Mont
6/6/2014,6C,3700 FALLS RD,LARCENY,,NORTHERN,Hampden
6/6/2014,6G,1000 N WOLFE ST,LARCENY,,EASTERN,Middle East
6/6/2014,6E,5600 LOCH RAVEN BD,LARCENY,,NORTHEASTERN,Loch Raven
6/6/2014,6B,2800 BRENDAN AV,LARCENY,,NORTHEASTERN,Belair-Edison
6/6/2014,6G,1100 COVINGTON ST,LARCENY,,SOUTHERN,Riverside
6/6/2014,6C,3800 EASTERN AV,LARCENY,,SOUTHEASTERN,Brewers Hill
6/6/2014,6G,2500 E NORTHERN PW,LARCENY,,NORTHEASTERN,Hamilton Hills
6/6/2014,6G,2800 N DUKELAND ST,LARCENY,,NORTHWESTERN,Hanlon-Longwood
6/6/2014,6J,1200 GOUGH ST,LARCENY,,SOUTHEASTERN,Little Italy
6/6/2014,6J,3700 PASCAL AV,LARCENY,,SOUTHERN,Curtis Bay
6/6/2014,6F,2700 LIGHT HOUSE POINT,LARCENY,,SOUTHEASTERN,Canton
6/6/2014,6C,700 W FAYETTE ST,LARCENY,,CENTRAL,Poppleton
6/5/2014,6G,200 W CHASE ST,LARCENY,,CENTRAL,Mid-Town Belvedere
6/5/2014,6E,800 S ROBINSON ST,LARCENY,,SOUTHEASTERN,Canton
6/5/2014,6C,2400 FREDERICK AVE,LARCENY,,SOUTHWESTERN,Millhill
6/5/2014,6F,200 EVESHAM AV,LARCENY,,NORTHERN,Lake Evesham
6/5/2014,6C,5000 PULASKI HW,LARCENY,,EASTERN,Orangeville
6/5/2014,6F,300 COLLINS AV,LARCENY,,SOUTHWESTERN,Irvington
6/5/2014,6C,600 E 33RD ST,LARCENY,,NORTHERN,Better Waverly
6/5/2014,6C,2100 W PATAPSCO AV,LARCENY,,SOUTHERN,Lakeland
6/5/2014,6J,3500 HAYWARD AV,LARCENY,,NORTHWESTERN,Arlington
6/5/2014,6C,1800 WHETSTONE WY,LARCENY,,SOUTHERN,Locust Point Industrial A
6/5/2014,6C,2500 PENNSYLVANIA AV,LARCENY,,WESTERN,Penn North
6/5/2014,6C,3400 CLIFTON AV,LARCENY,,SOUTHWESTERN,Mount Holly
6/5/2014,6C,600 S EXETER ST,LARCENY,,SOUTHEASTERN,Inner Harbor
6/5/2014,6C,300 LIGHT ST,LARCENY,,CENTRAL,Inner Harbor
6/5/2014,6C,6700 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
6/5/2014,6C,2800 GREENMOUNT AV,LARCENY,,NORTHERN,Better Waverly
6/5/2014,6C,3400 ANNAPOLIS RD,LARCENY,,SOUTHERN,Cherry Hill
6/5/2014,6C,200 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/5/2014,6J,1200 Battery Av,LARCENY,,SOUTHERN,Riverside
6/5/2014,6C,1600 PENNSYLVANIA AV,LARCENY,,CENTRAL,Upton
6/5/2014,6C,5900 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
6/5/2014,6C,5900 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
6/5/2014,6C,5500 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Woodmere
6/5/2014,6J,4400 PENNINGTON AV,LARCENY,,SOUTHERN,Curtis Bay
6/5/2014,6C,300 N HOWARD ST,LARCENY,,CENTRAL,Downtown
6/5/2014,6G,700 NOTTINGHAM RD,LARCENY,,SOUTHWESTERN,Hunting Ridge
6/5/2014,6E,800 S CAREY ST,LARCENY,,SOUTHERN,Washington Village/Pigtow
6/5/2014,6J,1300 CAMBRIA ST,LARCENY,,SOUTHERN,Curtis Bay
6/5/2014,6J,100 N ELLWOOD AV,LARCENY,,SOUTHEASTERN,Patterson Park Neighborho
6/5/2014,6J,200 S EAST AV,LARCENY,,SOUTHEASTERN,Highlandtown
6/5/2014,6C,3200 GREENMOUNT AV,LARCENY,,NORTHERN,Abell
6/5/2014,6C,2000 N CHARLES ST,LARCENY,,NORTHERN,Charles North
6/4/2014,6C,3700 FLEET ST,LARCENY,,SOUTHEASTERN,Brewers Hill
6/4/2014,6J,3400 PARKSIDE DR,LARCENY,,NORTHEASTERN,Belair-Parkside
6/4/2014,6J,2700 HUNTINGDON AV,LARCENY,,NORTHERN,Remington
6/4/2014,6G,2000 N CHARLES ST,LARCENY,,NORTHERN,Charles North
6/4/2014,6G,1600 THAMES ST,LARCENY,,SOUTHEASTERN,Fells Point
6/4/2014,6F,3500 LEVERTON AV,LARCENY,,SOUTHEASTERN,Baltimore Highlands
6/4/2014,6C,2100 W PATAPSCO AV,LARCENY,,SOUTHERN,Lakeland
6/4/2014,6E,3200 ABELL AV,LARCENY,,NORTHERN,Abell
6/4/2014,6C,200 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/4/2014,6C,200 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/4/2014,6G,2300 OAK AV,LARCENY,,SOUTHEASTERN,Saint Helena
6/4/2014,6J,1500 CHERRY ST,LARCENY,,SOUTHERN,Curtis Bay
6/4/2014,6C,6600 BELAIR RD,LARCENY,,NORTHEASTERN,Cedmont
6/4/2014,6J,100 N HOWARD ST,LARCENY,,CENTRAL,Downtown
6/4/2014,6J,5600 E LOMBARD ST,LARCENY,,SOUTHEASTERN,Pulaski Industrial Area
6/4/2014,6E,4000 W BELVEDERE AV,LARCENY,,NORTHWESTERN,Langston Hughes
6/4/2014,6G,3100 SWAN DR,LARCENY,,NORTHERN,Druid Hill Park
6/4/2014,6F,1400 N GAY ST,LARCENY,,EASTERN,Broadway East
6/4/2014,6C,2400 BELAIR RD,LARCENY,,NORTHEASTERN,Belair-Edison
6/4/2014,6J,5500 CHEMICAL RD,LARCENY,,SOUTHERN,Hawkins Point
6/4/2014,6C,2900 GARRISON BD,LARCENY,,NORTHWESTERN,Hanlon-Longwood
6/4/2014,6F,100 INTERNATIONAL PL,LARCENY,,SOUTHEASTERN,Inner Harbor
6/4/2014,6G,4500 YORK RD,LARCENY,,NORTHERN,Guilford
6/4/2014,6C,4600 EDMONDSON AV,LARCENY,,SOUTHWESTERN,Hunting Ridge
6/4/2014,6C,400 E NORTH AV,LARCENY,,EASTERN,Greenmount West
6/4/2014,6E,1600 W NORTH AVE,LARCENY,,WESTERN,Penn North
6/4/2014,6G,200 W READ ST,LARCENY,,CENTRAL,Mount Vernon
6/4/2014,6C,E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/4/2014,6J,100 W BARRE ST,LARCENY,,SOUTHERN,Otterbein
6/4/2014,6C,4700 YORK RD,LARCENY,,NORTHERN,Richnor Springs
6/4/2014,6C,1500 RUSSELL ST,LARCENY,,SOUTHERN,Carroll - Camden Industri
6/4/2014,6F,100 N HOWARD ST,LARCENY,,CENTRAL,Downtown
6/4/2014,6J,3600 E FEDERAL ST,LARCENY,,EASTERN,Orangeville Industrial Ar
6/4/2014,6J,7700 BAGLEY AV,LARCENY,,NORTHEASTERN,Taylor Heights
6/4/2014,6G,3500 HILLEN RD,LARCENY,,NORTHEASTERN,Ednor Gardens-Lakeside
6/4/2014,6J,1500 UPSHIRE RD,LARCENY,,NORTHEASTERN,Ednor Gardens-Lakeside
6/4/2014,6G,5800 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
6/4/2014,6G,5800 WABASH AV,LARCENY,,NORTHWESTERN,Seton Business Park
6/4/2014,6A,3600 7TH ST,LARCENY,,SOUTHERN,Brooklyn
6/4/2014,6J,1200 BEAUMONT AV,LARCENY,,NORTHEASTERN,New Northwood
6/4/2014,6E,700 WASHINGTON BD,LARCENY,,SOUTHERN,Washington Village/Pigtow
6/4/2014,6G,6400 PULASKI HW,LARCENY,,NORTHEASTERN,Pulaski Industrial Area
6/4/2014,6E,1100 W HAMBURG ST,LARCENY,,SOUTHERN,Washington Village/Pigtow
6/4/2014,6B,400 N BOULDIN ST,LARCENY,,SOUTHEASTERN,Ellwood Park/Monument
6/4/2014,6E,1200 S PACA ST,LARCENY,,SOUTHERN,Washington Village/Pigtow
6/4/2014,6G,3800 W GARRISON AV,LARCENY,,NORTHWESTERN,Langston Hughes
6/4/2014,6G,2500 RUSCOMBE LN,LARCENY,,NORTHERN,Cylburn
6/4/2014,6C,400 RUSSELL ST,LARCENY,,SOUTHERN,Ridgely's Delight
6/3/2014,6G,2500 SEABURY RD,LARCENY,,SOUTHERN,Cherry Hill
6/3/2014,6G,600 PARKWYRTH AV,LARCENY,,NORTHERN,Waverly
6/3/2014,6G,2300 LIBERTY HEIGHTS AV,LARCENY,,NORTHWESTERN,Mondawmin
6/3/2014,6C,3500 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/3/2014,6G,4800 YELLOWWOOD AV,LARCENY,,NORTHERN,Coldspring
6/3/2014,6B,100 W FAYETTE ST,LARCENY,,CENTRAL,Downtown
6/3/2014,6G,1900 E NORTH AVE,LARCENY,,EASTERN,Broadway East
6/3/2014,6G,3500 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/3/2014,6C,2700 PORT COVINGTON DR,LARCENY,,SOUTHERN,Port Covington
6/3/2014,6G,1100 WICOMICO ST,LARCENY,,SOUTHERN,Washington Village/Pigtow
6/3/2014,6C,200 MCMECHEN ST,LARCENY,,CENTRAL,Bolton Hill
6/3/2014,6J,5500 PILGRIM RD,LARCENY,,NORTHEASTERN,Hamilton Hills
6/3/2014,6G,4600 FALLS RD,LARCENY,,NORTHERN,Cross Keys
6/3/2014,6G,4600 FALLS RD,LARCENY,,NORTHERN,Cross Keys
6/3/2014,6G,5400 BELLE VISTA AV,LARCENY,,NORTHEASTERN,Waltherson
6/3/2014,6B,6600 HARFORD RD,LARCENY,,NORTHEASTERN,Westfield
6/3/2014,6C,3200 E FAYETTE ST,LARCENY,,SOUTHEASTERN,Ellwood Park/Monument
6/3/2014,6E,1300 GUILFORD AV,LARCENY,,CENTRAL,Mid-Town Belvedere
6/3/2014,6G,2000 DRUID HILL AV,LARCENY,,CENTRAL,Druid Heights
6/3/2014,6E,2800 ELGIN AV,LARCENY,,WESTERN,Panway/Braddish Avenue
6/3/2014,6E,3200 RAMONA AV,LARCENY,,NORTHEASTERN,Belair-Edison
6/3/2014,6J,2900 S EDGECOMBE CR,LARCENY,,NORTHERN,Parklane
6/3/2014,6G,1200 W CROSS ST,LARCENY,,SOUTHERN,Washington Village/Pigtow
6/3/2014,6J,2000 E MC COMAS ST,LARCENY,,SOUTHERN,Locust Point Industrial A
6/2/2014,6G,1000 TIFFANY CT,LARCENY,,CENTRAL,Upton
6/2/2014,6G,1700 E FAIRMOUNT AV,LARCENY,,SOUTHEASTERN,Washington Hill
6/2/2014,6J,3900 ROLAND AV,LARCENY,,NORTHERN,Hampden
6/2/2014,6G,600 N WOLFE ST,LARCENY,,EASTERN,Dunbar-Broadway
6/2/2014,6J,500 S LEHIGH ST,LARCENY,,SOUTHEASTERN,Greektown
6/2/2014,6C,200 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/2/2014,6C,200 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
6/2/2014,6E,2500 W BELVEDERE AV,LARCENY,,NORTHERN,Levindale
6/2/2014,6J,300 W CAMDEN ST,LARCENY,,CENTRAL,Stadium Area
6/2/2014,6E,1500 E OLIVER ST,LARCENY,,EASTERN,Oliver
6/2/2014,6C,3200 TIOGA PW,LARCENY,,NORTHWESTERN,Mondawmin
6/2/2014,6G,1200 S CATON AV,LARCENY,,SOUTHWESTERN,Wilhelm Park
6/2/2014,6J,0 E WEST ST,LARCENY,,SOUTHERN,Federal Hill
6/2/2014,6L,5200 BELAIR RD,LARCENY,,NORTHEASTERN,Frankford
6/2/2014,6G,300 S MONROE ST,LARCENY,,SOUTHERN,Carrollton Ridge
6/2/2014,6J,3300 LOCHRAVEN,LARCENY,,NORTHEASTERN,Ednor Gardens-Lakeside
6/2/2014,6C,3100 GREENMOUNT AV,LARCENY,,NORTHERN,Better Waverly
6/2/2014,6E,0 E LEXINGTON ST,LARCENY,,CENTRAL,Downtown
6/2/2014,6E,600 QUEENSGATE RD,LARCENY,,SOUTHWESTERN,Beechfield
6/2/2014,6C,1100 N CALVERT ST,LARCENY,,CENTRAL,Mid-Town Belvedere
6/2/2014,6B,6700 HARFORD RD,LARCENY,,NORTHEASTERN,North Harford Road
6/2/2014,6C,3700 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/2/2014,6G,400 W LEXINGTON ST,LARCENY,,CENTRAL,Downtown
6/2/2014,6G,1600 EASTERN AV,LARCENY,,SOUTHEASTERN,Fells Point
6/2/2014,6C,3200 TIOGA PW,LARCENY,,NORTHWESTERN,Mondawmin
6/2/2014,6C,3100 GREENMOUNT AV,LARCENY,,NORTHERN,Better Waverly
6/2/2014,6G,600 WILDWOOD PW,LARCENY,,SOUTHWESTERN,Edmondson Village
6/2/2014,6G,600 WILDWOOD PW,LARCENY,,SOUTHWESTERN,Edmondson Village
6/2/2014,6G,4100 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Central Park Heights
6/2/2014,6G,1900 PARK AV,LARCENY,,CENTRAL,Reservoir Hill
6/2/2014,6C,6800 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
6/2/2014,6C,6600 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
6/2/2014,6G,800 SHOWELL CT,LARCENY,,EASTERN,Johnston Square
6/2/2014,6B,500 NOTTINGHAM RD,LARCENY,,SOUTHWESTERN,Ten Hills
6/2/2014,6G,3000 S HANOVER ST,LARCENY,,SOUTHERN,Middle Branch/Reedbird Pa
6/2/2014,6E,0 N MONTFORD AV,LARCENY,,SOUTHEASTERN,Patterson Place
6/2/2014,6G,6500 HOLABIRD AV,LARCENY,,SOUTHEASTERN,Broening Manor
6/1/2014,6J,3800 FRANKFORD AV,LARCENY,,NORTHEASTERN,Waltherson
6/1/2014,6E,1600 WAVERLY WY,LARCENY,,NORTHEASTERN,Loch Raven
6/1/2014,6G,500 RUSSELL ST,LARCENY,,SOUTHERN,Stadium Area
6/1/2014,6G,500 RUSSELL ST,LARCENY,,SOUTHERN,Stadium Area
6/1/2014,6G,2400 E FEDERAL ST,LARCENY,,EASTERN,Broadway East
6/1/2014,6G,2400 W BELVEDERE AV,LARCENY,,NORTHERN,Levindale
6/1/2014,6G,5500 FERNPARK AV,LARCENY,,NORTHWESTERN,Howard Park
6/1/2014,6J,1500 DUNDALK AV,LARCENY,,SOUTHEASTERN,Broening Manor
6/1/2014,6G,1600 PENNSYLVANIA AV,LARCENY,,CENTRAL,Upton
6/1/2014,6E,1300 WINDEMERE AV,LARCENY,,NORTHEASTERN,Ednor Gardens-Lakeside
6/1/2014,6J,4000 LIBERTY HGTS AV,LARCENY,,NORTHWESTERN,Central Forest Park
6/1/2014,6C,1700 DUNDALK AV,LARCENY,,SOUTHEASTERN,Graceland Park
6/1/2014,6G,200 EDGEWOOD ST,LARCENY,,SOUTHWESTERN,Allendale
6/1/2014,6C,3700 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/1/2014,6J,2700 BOOKER T DR,LARCENY,,SOUTHERN,Cherry Hill
6/1/2014,6C,2700 PORT COVINGTON DR,LARCENY,,SOUTHERN,Port Covington
6/1/2014,6E,1200 S NEWKIRK ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/1/2014,6G,5200 PARK HEIGHTS AVE,LARCENY,,NORTHWESTERN,Arlington
6/1/2014,6G,900 W LOMBARD ST,LARCENY,,SOUTHERN,Hollins Market
6/1/2014,6J,3600 FREDERICK AVE,LARCENY,,SOUTHWESTERN,Irvington
6/1/2014,6B,6000 AMBERWOOD RD,LARCENY,,NORTHEASTERN,Frankford
6/1/2014,6J,2700 BAKER ST,LARCENY,,WESTERN,Coppin Heights/Ash-Co-Eas
6/1/2014,6E,900 ST DUNSTANS RD,LARCENY,,NORTHERN,Cameron Village
6/1/2014,6J,2700 MARYLAND AV,LARCENY,,NORTHERN,Charles Village
6/1/2014,6C,2800 FOSTER AV,LARCENY,,SOUTHEASTERN,Canton
6/1/2014,6J,900 E 25TH ST,LARCENY,,NORTHEASTERN,East Baltimore Midway
6/1/2014,6J,1800 S CLINTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
6/1/2014,6C,6200 PULASKI HW,LARCENY,,NORTHEASTERN,Pulaski Industrial Area
6/1/2014,6G,1000 APPLETON ST,LARCENY,,WESTERN,Midtown-Edmondson
6/1/2014,6E,3900 GWYNN OAK AV,LARCENY,,NORTHWESTERN,Howard Park
6/1/2014,6E,3800 HAWKINS POINT RD,LARCENY,,SOUTHERN,Hawkins Point
5/31/2014,6E,900 ARGONNE DR,LARCENY,,NORTHERN,Ednor Gardens-Lakeside
5/31/2014,6F,3600 YOLANDO RD,LARCENY,,NORTHEASTERN,Ednor Gardens-Lakeside
5/31/2014,6J,800 E 33RD ST,LARCENY,,NORTHERN,Waverly
5/31/2014,6G,2100 W PATAPSCO AV,LARCENY,,SOUTHERN,Lakeland
5/31/2014,6E,2200 PENTLAND DR,LARCENY,,NORTHEASTERN,Hamilton Hills
5/31/2014,6J,600 BALTIC AV,LARCENY,,SOUTHERN,Brooklyn
5/31/2014,6C,6900 HARFORD RD,LARCENY,,NORTHEASTERN,North Harford Road
5/31/2014,6F,800 N CAROLINE ST,LARCENY,,EASTERN,Gay Street
5/31/2014,6G,2300 E NORTHERN PW,LARCENY,,NORTHEASTERN,Hamilton Hills
5/31/2014,6C,3600 POTEE ST,LARCENY,,SOUTHERN,Brooklyn
5/31/2014,6E,1100 RUSSELL ST,LARCENY,,SOUTHERN,Stadium Area
5/31/2014,6E,1500 RALWORTH RD,LARCENY,,NORTHEASTERN,Hillen
5/31/2014,6C,1600 THAMES ST,LARCENY,,SOUTHEASTERN,Fells Point
5/31/2014,6C,6700 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Reisterstown Station
5/31/2014,6C,1300 E FAYETTE ST,LARCENY,,SOUTHEASTERN,Washington Hill
5/31/2014,6E,3800 SOUTHWESTERN BD,LARCENY,,SOUTHWESTERN,Violetville
5/31/2014,6J,1600 N PATTERSON PK AV,LARCENY,,EASTERN,Broadway East
5/31/2014,6C,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
5/31/2014,6E,4100 OAKFORD AV,LARCENY,,NORTHWESTERN,Dorchester
5/31/2014,6C,3800 EASTERN AV,LARCENY,,SOUTHEASTERN,Highlandtown
5/31/2014,6G,1700 E NORTHERN PW,LARCENY,,NORTHEASTERN,Loch Raven
5/31/2014,6J,4000 LIBERTY HGTS AV,LARCENY,,NORTHWESTERN,Central Forest Park
5/31/2014,6J,4300 PARKWOOD AV,LARCENY,,NORTHEASTERN,Frankford
5/31/2014,6E,500 BRIDGEVIEW RD,LARCENY,,SOUTHERN,Cherry Hill
5/30/2014,6B,1400 N BOND ST,LARCENY,,EASTERN,Oliver
5/30/2014,6F,2800 DAMASCUS CT APT D,LARCENY,,NORTHWESTERN,Cheswolde
5/30/2014,6F,2500 N HOWARD ST,LARCENY,,NORTHERN,Charles Village
5/30/2014,6F,0 E 20TH ST,LARCENY,,NORTHERN,Charles North
5/30/2014,6G,100 W OSTEND ST,LARCENY,,SOUTHERN,Spring Garden Industrial
5/30/2014,6F,500 S WICKHAM RD,LARCENY,,SOUTHWESTERN,Beechfield
5/30/2014,6C,2700 PORT COVINGTON DR,LARCENY,,SOUTHERN,Port Covington
5/30/2014,6F,700 S BOND ST,LARCENY,,SOUTHEASTERN,Fells Point
5/30/2014,6J,4000 N ROGERS AV,LARCENY,,NORTHWESTERN,Grove Park
5/30/2014,6G,600 EDGEWOOD ST,LARCENY,,SOUTHWESTERN,Edgewood
5/30/2014,6E,900 N MILTON AV,LARCENY,,EASTERN,Milton-Montford
5/30/2014,6E,600 N PATTERSON PARK AVE,LARCENY,,EASTERN,CARE
5/30/2014,6J,2000 ORLEANS ST,LARCENY,,EASTERN,CARE
5/30/2014,6E,700 BAY ST,LARCENY,,NORTHERN,Hampden
5/30/2014,6C,5300 YORK RD,LARCENY,,NORTHERN,Woodbourne-McCabe
5/30/2014,6C,6500 EASTERN AV,LARCENY,,SOUTHEASTERN,Pulaski Industrial Area
5/30/2014,6B,3000 W GARRISON AV,LARCENY,,NORTHWESTERN,Central Park Heights
5/30/2014,6G,5000 TRUESDALE AV,LARCENY,,NORTHEASTERN,Frankford
5/30/2014,6G,100 E LEXINGTON ST,LARCENY,,CENTRAL,Downtown
5/30/2014,6B,600 S MONROE ST,LARCENY,,SOUTHERN,Carrollton Ridge
5/30/2014,6C,100 W LEXINGTON ST,LARCENY,,CENTRAL,Downtown
5/30/2014,6G,3200 N CHARLES ST,LARCENY,,NORTHERN,Charles Village
5/30/2014,6G,3200 N CHARLES ST,LARCENY,,NORTHERN,Charles Village
5/30/2014,6C,3200 GREENMOUNT AV,LARCENY,,NORTHERN,Abell
5/30/2014,6F,300 E PRATT ST,LARCENY,,CENTRAL,Inner Harbor
5/30/2014,6G,5900 PARK HEIGHTS AV,LARCENY,,NORTHWESTERN,Glen
5/30/2014,6E,2600 FALLS RD,LARCENY,,NORTHERN,Jones Falls Area
5/30/2014,6J,2200 N CALVERT ST,LARCENY,,NORTHERN,Barclay
5/30/2014,6G,0 W PRESTON ST,LARCENY,,CENTRAL,Mid-Town Belvedere
5/30/2014,6C,1500 N MONROE ST,LARCENY,,WESTERN,Easterwood
5/30/2014,6F,3900 BANCROFT RD,LARCENY,,NORTHWESTERN,Glen
5/30/2014,6E,600 N PATTERSON PK AV,LARCENY,,EASTERN,CARE
5/30/2014,6G,4600 REISTERSTOWN RD,LARCENY,,NORTHWESTERN,Lucille Park
5/30/2014,6G,1500 POPLAR GROVE ST,LARCENY,,SOUTHWESTERN,Northwest Community Actio
5/29/2014,6B,1000 S HANOVER ST,LARCENY,,SOUTHERN,Sharp-Leadenhall
5/29/2014,6E,1800 RUTLAND AV,LARCENY,,EASTERN,Broadway East
5/29/2014,6J,2400 N CHARLES ST,LARCENY,,NORTHERN,Old Goucher
5/29/2014,6J,300 ELRINO ST,LARCENY,,SOUTHEASTERN,Bayview
5/29/2014,6C,5100 SINCLAIR LA,LARCENY,,NORTHEASTERN,Frankford
5/29/2014,6E,5700 CHINQUAPIN PKWY,LARCENY,,NORTHERN,Glen Oaks
5/29/2014,6C,3500 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
5/29/2014,6J,4600 WOODLEA AV,LARCENY,,NORTHEASTERN,Frankford
5/29/2014,6L,600 PRESIDENT ST,LARCENY,,SOUTHEASTERN,Inner Harbor
5/29/2014,6J,2600 HAMPDEN AV,LARCENY,,NORTHERN,Remington
5/29/2014,6G,600 N WOLFE ST,LARCENY,,EASTERN,Dunbar-Broadway
5/29/2014,6C,2700 PORT COVINGTON DR,LARCENY,,SOUTHERN,Port Covington
5/29/2014,6C,5700 WABASH AV,LARCENY,,NORTHWESTERN,Seton Business Park
5/29/2014,6G,4500 EDMONDSON AV,LARCENY,,SOUTHWESTERN,Rognel Heights
5/29/2014,6C,2400 BELAIR RD,LARCENY,,NORTHEASTERN,Belair-Edison
5/29/2014,6G,300 N HILTON ST,LARCENY,,SOUTHWESTERN,Allendale
5/29/2014,6C,3500 BOSTON ST,LARCENY,,SOUTHEASTERN,Canton Industrial Area
5/29/2014,6B,400 W LOMBARD ST,LARCENY,,CENTRAL,Downtown
5/29/2014,6G,2400 GILES RD,LARCENY,,SOUTHERN,Cherry Hill
5/29/2014,6G,0 S SCHROEDER ST,LARCENY,,SOUTHERN,Hollins Market
5/29/2014,6E,2000 BELAIR RD,LARCENY,,NORTHEASTERN,Clifton Park
5/29/2014,6J,1400 E BIDDLE ST,LARCENY,,EASTERN,Oliver
5/29/2014,6G,2000 E 32ND ST,LARCENY,,NORTHEASTERN,Montebello
5/29/2014,6B,300 N ARLINGTON AV,LARCENY,,WESTERN,Poppleton
5/29/2014,6C,200 W CHASE ST,LARCENY,,CENTRAL,Mid-Town Belvedere
5/29/2014,6B,3200 THE ALAMEDA,LARCENY,,NORTHEASTERN,Coldstream Homestead Mont
5/29/2014,6G,200 WASHBURN AV,LARCENY,,SOUTHERN,Brooklyn
5/29/2014,6E,1500 PENTWOOD RD,LARCENY,,NORTHEASTERN,Stonewood-Pentwood-Winsto
5/29/2014,6J,1300 N CALVERT ST,LARCENY,,CENTRAL,Mid-Town Belvedere
5/29/2014,6E,2700 VIOLET AVE,LARCENY,,NORTHWESTERN,Park Circle
5/29/2014,6B,2200 E NORTHERN PW,LARCENY,,NORTHEASTERN,Hamilton Hills
5/29/2014,6F,3400 PULASKI HW,LARCENY,,SOUTHEASTERN,Ellwood Park/Monument
5/29/2014,6C,300 W BALTIMORE ST,LARCENY,,CENTRAL,Downtown
