callDateTime,priority,district,description,callNumber,incidentLocation
03/21/2016 09:16:00 AM,Medium,NE,FAMILY DISTURB,P160810675,3400 BELAIR RD
01/11/2016 12:05:00 PM,Medium,ND,FAMILY DISTURB,P160111159,0 W 20TH ST
01/11/2016 01:49:00 PM,Medium,NE,FAMILY DISTURB,P160111418,MONTEBELLO TE/ARABIA AV
03/22/2016 09:33:00 PM,Medium,SE,FAMILY DISTURB,P160823183,3600 E LOMBARD ST
03/22/2016 09:32:00 PM,Medium,CD,FAMILY DISTURB,P160823182,900 PENNSYLVANIA AV
01/11/2016 04:31:00 PM,Medium,ED,FAMILY DISTURB,P160111928,N BROADWAY/E EAGER ST
01/11/2016 07:58:00 PM,Medium,SW,FAMILY DISTURB,P160112501,S MONASTERY AV/OLD FREDERICK RD
01/12/2016 12:40:00 AM,Medium,ED,FAMILY DISTURB,P160120097,E MONUMENT ST/N CENTRAL AV
03/23/2016 12:16:00 AM,Medium,NE,FAMILY DISTURB,P160830055,2800 THE ALAMEDA
03/23/2016 08:24:00 AM,Medium,NW,FAMILY DISTURB,P160830649,4000 HILTON RD
03/23/2016 07:35:00 AM,Medium,ED,FAMILY DISTURB,P160830526,800 BARTLETT AV
03/25/2016 04:28:00 PM,Medium,NW,FAMILY DISTURB,P160852038,4500 PENHURST AV
03/21/2016 03:37:00 PM,Medium,WD,FAMILY DISTURB,P160811880,1800 GWYNNS FALLS PY
03/21/2016 03:02:00 PM,Medium,SE,FAMILY DISTURB,P160811750,2300 FLEET ST
03/21/2016 06:37:00 PM,Medium,NE,FAMILY DISTURB,P160812470,6000 SEFTON AV
03/21/2016 07:04:00 PM,Medium,NW,FAMILY DISTURB,P160812559,3000 FALLSTAFF RD
03/21/2016 08:19:00 PM,Medium,SW,FAMILY DISTURB,P160812789,3200 NORMOUNT AV
03/21/2016 05:05:00 PM,Medium,ND,FAMILY DISTURB,P160812154,4400 FALLS BRIDGE DR
03/21/2016 03:06:00 PM,Medium,ED,FAMILY DISTURB,P160811771,1000 N EDEN ST
03/21/2016 05:08:00 PM,Medium,SW,FAMILY DISTURB,P160812170,600 MT HOLLY ST
03/21/2016 08:43:00 PM,Medium,SW,FAMILY DISTURB,P160812853,3900 BENZINGER RD
03/22/2016 12:12:00 AM,Medium,ED,FAMILY DISTURB,P160820026,1200 E OLIVER ST
03/21/2016 07:19:00 PM,Medium,SE,FAMILY DISTURB,P160812608,6500 BROWN AV
03/21/2016 07:17:00 PM,Medium,ED,FAMILY DISTURB,P160812614,1100 N KENWOOD AV
03/21/2016 04:07:00 PM,Medium,NW,FAMILY DISTURB,P160811967,3700 COLUMBUS DR
03/21/2016 07:48:00 PM,Medium,NW,FAMILY DISTURB,P160812687,3300 HAYWARD AV
03/21/2016 03:59:00 PM,Medium,NE,FAMILY DISTURB,P160811935,5200 FRANKFORD AV
03/21/2016 08:47:00 PM,Medium,SD,FAMILY DISTURB,P160812872,1300 CHURCH ST
03/21/2016 03:24:00 PM,Medium,NW,FAMILY DISTURB,P160811822,3800 DOLFIELD AV
03/21/2016 08:55:00 PM,Medium,NW,FAMILY DISTURB,P160812897,2900 W COLD SPRING LN
03/21/2016 03:40:00 PM,Medium,NW,FAMILY DISTURB,P160811886,3800 DOLFIELD AV
03/21/2016 11:47:00 PM,Medium,NW,FAMILY DISTURB,P160813296,3800 OAKFORD AV
03/23/2016 10:40:00 AM,Medium,ED,FAMILY DISTURB,P160830955,2400 E CHASE ST
01/13/2016 12:12:00 AM,Medium,ND,FAMILY DISTURB,P160130040,GREENMOUNT AV/EXETER HALL AV
01/19/2016 12:14:00 AM,Medium,ED,FAMILY DISTURB,P160190056,1000 E NORTH AV
01/19/2016 12:21:00 AM,Medium,NE,FAMILY DISTURB,P160190057,5100 BELAIR RD
01/13/2016 07:06:00 AM,Medium,ND,FAMILY DISTURB,P160130470,5900 THE ALAMEDA
03/20/2016 05:25:00 PM,Medium,SW,FAMILY DISTURB,P160801757,3400 CLIFTON AV
03/20/2016 03:21:00 PM,Medium,CD,FAMILY DISTURB,P160801454,300 W PRATT ST
03/20/2016 09:27:00 PM,Medium,NW,FAMILY DISTURB,P160802269,4100 OAKFORD AV
03/20/2016 02:45:00 PM,Medium,SD,FAMILY DISTURB,P160801379,900 HERNDON CT
01/13/2016 01:26:00 PM,Medium,CD,FAMILY DISTURB,P160131465,1300 PENNSYLVANIA AV
01/13/2016 12:05:00 PM,Medium,NW,FAMILY DISTURB,P160131217,4000 GRANTLEY RD
03/21/2016 11:22:00 PM,Medium,WD,FAMILY DISTURB,P160813246,1600 ASHBURTON ST
03/20/2016 05:23:00 PM,Medium,WD,FAMILY DISTURB,P160801750,1900 HARLEM AV
03/20/2016 02:07:00 PM,Medium,WD,FAMILY DISTURB,P160801281,1400 W FAYETTE ST
03/21/2016 10:43:00 PM,Medium,NE,FAMILY DISTURB,P160813152,5100 DARIEN RD
03/20/2016 05:21:00 PM,Medium,SE,FAMILY DISTURB,P160801744,3600 BLK ROBERTS PL
01/14/2016 05:30:00 AM,Medium,SE,FAMILY DISTURB,P160140402,600 N KENWOOD AV
01/13/2016 02:01:00 PM,Medium,ED,FAMILY DISTURB,P160131561,E CHASE ST/N BOND ST
03/20/2016 03:22:00 PM,Medium,SD,FAMILY DISTURB,P160801452,2800 HINSDALE DR
03/21/2016 10:33:00 PM,Medium,ED,FAMILY DISTURB,P160813128,1800 N COLLINGTON AV
03/20/2016 04:51:00 PM,Medium,NW,FAMILY DISTURB,P160801661,4000 CEDARDALE RD
03/22/2016 12:55:00 AM,Medium,SE,FAMILY DISTURB,P160820108,6100 SHIPVIEW WY
03/20/2016 04:49:00 PM,Medium,NW,FAMILY DISTURB,P160801651,4300 ETHLAND AV
03/20/2016 05:37:00 PM,Medium,ED,FAMILY DISTURB,P160801783,700 N LAKEWOOD AV
01/13/2016 03:56:00 PM,Medium,WD,FAMILY DISTURB,P160131886,W NORTH AV/PENNSYLVANIA AV
03/20/2016 02:55:00 PM,Medium,NE,FAMILY DISTURB,P160801393,2900 PELHAM AV
03/20/2016 03:32:00 PM,Medium,ED,FAMILY DISTURB,P160801480,1100 N MILTON AV
03/20/2016 01:10:00 PM,Medium,WD,FAMILY DISTURB,P160801125,1800 N WARWICK AV
03/21/2016 10:28:00 PM,Medium,SW,FAMILY DISTURB,P160813114,2700 WASHINGTON BL
03/22/2016 01:56:00 AM,Medium,SW,FAMILY DISTURB,P160820205,2800 KINSEY AV
03/22/2016 12:45:00 AM,Medium,NW,FAMILY DISTURB,P160820088,3800 OAKFORD AV
03/21/2016 09:54:00 PM,Medium,SE,FAMILY DISTURB,P160813042,400 N ELLWOOD AV
03/20/2016 05:35:00 PM,Medium,ED,FAMILY DISTURB,P160801781,700 N LAKEWOOD AV
03/21/2016 11:45:00 PM,Medium,NE,FAMILY DISTURB,P160813298,5300 GOODNOW RD
03/21/2016 10:34:00 PM,Medium,SW,FAMILY DISTURB,P160813133,1000 JOH AV
03/20/2016 05:15:00 PM,Medium,NW,FAMILY DISTURB,P160801727,2700 N ROSEDALE ST
03/22/2016 12:01:00 AM,Medium,SD,FAMILY DISTURB,P160820004,2800 HINSDALE DR
03/20/2016 09:22:00 PM,Medium,ED,FAMILY DISTURB,P160802257,900 N LINWOOD AV
03/23/2016 01:27:00 PM,Medium,ED,FAMILY DISTURB,P160831423,800 BARTLETT AV
01/13/2016 06:50:00 PM,Medium,SE,FAMILY DISTURB,P160132413,300 MASON CT
01/14/2016 03:55:00 AM,Medium,ED,FAMILY DISTURB,P160140317,N COLLINGTON AV/MCELDERRY ST
03/23/2016 04:27:00 PM,Medium,CD,FAMILY DISTURB,P160832000,300 MOSHER ST
03/23/2016 04:32:00 PM,Medium,CD,FAMILY DISTURB,P160832006,300 MOSHER ST
01/14/2016 12:03:00 AM,Medium,ED,FAMILY DISTURB,P160140006,1800 HOPE ST
03/23/2016 07:10:00 PM,Medium,NE,FAMILY DISTURB,P160832624,1400 CROFTON RD
03/23/2016 08:33:00 PM,Medium,SW,FAMILY DISTURB,P160832927,1000 JOH AV
03/23/2016 08:34:00 PM,Medium,SW,FAMILY DISTURB,P160832923,1000 JOH AV
03/20/2016 08:28:00 PM,Medium,CD,FAMILY DISTURB,P160802137,1500 PENNSYLVANIA AV
03/23/2016 07:55:00 PM,Medium,SW,FAMILY DISTURB,P160832795,1000 JOH AV
03/20/2016 08:41:00 PM,Medium,NE,FAMILY DISTURB,P160802164,1500 CARSWELL ST
01/14/2016 06:04:00 PM,Medium,NE,FAMILY DISTURB,P160142419,5000 GOODNOW RD
03/20/2016 11:11:00 PM,Medium,NE,FAMILY DISTURB,P160802444,3000 CHESTERFIELD AV
03/21/2016 12:50:00 AM,Medium,SD,FAMILY DISTURB,P160810077,900 LEMMON ST
03/20/2016 11:56:00 PM,Medium,NW,FAMILY DISTURB,P160802535,3800 CALLAWAY AV
03/23/2016 07:29:00 PM,Medium,WD,FAMILY DISTURB,P160832695,700 N MONROE ST
03/20/2016 11:04:00 PM,Medium,ND,FAMILY DISTURB,P160802435,1500 UNION AV
01/14/2016 03:44:00 PM,Medium,NE,FAMILY DISTURB,P160141921,3600 CHESTERFIELD AV
01/14/2016 03:50:00 PM,Medium,NW,FAMILY DISTURB,P160141951,4700 PIMLICO RD
01/14/2016 03:54:00 PM,Medium,SD,FAMILY DISTURB,P160141952,700 PONTIAC AV
03/21/2016 01:23:00 AM,Medium,NE,FAMILY DISTURB,P160810123,5200 PARKSIDE DR
03/22/2016 05:33:00 AM,Medium,ED,FAMILY DISTURB,P160820372,200 N COLLINGTON AV
03/22/2016 07:16:00 AM,Medium,NE,FAMILY DISTURB,P160820460,2700 OVERLAND AV
03/21/2016 12:50:00 AM,Medium,SE,FAMILY DISTURB,P160810075,200 EAST ST
03/22/2016 02:40:00 AM,Medium,ED,FAMILY DISTURB,P160820255,700 N CHESTER ST
03/20/2016 09:19:00 PM,Medium,NW,FAMILY DISTURB,P160802247,4100 OAKFORD AV
03/21/2016 01:28:00 AM,Medium,ED,FAMILY DISTURB,P160810129,1700 E FEDERAL ST
03/20/2016 10:27:00 PM,Medium,WD,FAMILY DISTURB,P160802368,900 W SARATOGA ST
03/20/2016 09:15:00 PM,Medium,ED,FAMILY DISTURB,P160802238,2400 E MADISON ST
03/20/2016 07:15:00 PM,Medium,SW,FAMILY DISTURB,P160801991,600 LUCIA AV
01/14/2016 06:07:00 PM,Medium,SD,FAMILY DISTURB,P160142434,100 S MONROE ST
01/14/2016 06:21:00 PM,Medium,ED,FAMILY DISTURB,P160142479,700 N MONTFORD AV
03/22/2016 03:39:00 AM,Medium,SE,FAMILY DISTURB,P160820297,6100 SHIPVIEW WY
03/20/2016 08:32:00 PM,Medium,NE,FAMILY DISTURB,P160802142,5000 TRUESDALE AV
03/20/2016 11:08:00 PM,Medium,ND,FAMILY DISTURB,P160802436,100 W 29TH ST
03/23/2016 07:39:00 PM,Medium,NE,FAMILY DISTURB,P160832731,5500 MORAVIA RD
03/20/2016 10:02:00 PM,Medium,SD,FAMILY DISTURB,P160802329,1100 SLATER RD
03/20/2016 11:56:00 PM,Medium,SD,FAMILY DISTURB,P160802540,900 LEMMON ST
03/22/2016 01:54:00 AM,Medium,SW,FAMILY DISTURB,P160820195,2800 KINSEY AV
03/23/2016 08:02:00 PM,Medium,WD,FAMILY DISTURB,P160832823,700 N MONROE ST
01/14/2016 07:53:00 PM,Medium,SW,FAMILY DISTURB,P160142797,0 S TREMONT RD
03/23/2016 07:46:00 PM,Medium,ND,FAMILY DISTURB,P160832764,700 E 36TH ST
03/23/2016 07:00:00 PM,Medium,NE,FAMILY DISTURB,P160832592,3200 LAKE AV
03/20/2016 08:55:00 PM,Medium,NW,FAMILY DISTURB,P160802190,4100 OAKFORD AV
03/20/2016 10:36:00 PM,Medium,NW,FAMILY DISTURB,P160802382,4000 DUVALL AV
01/14/2016 09:02:00 PM,Medium,ND,FAMILY DISTURB,P160142983,600 HARWOOD AV
01/14/2016 09:11:00 PM,Medium,ND,FAMILY DISTURB,P160143033,900 E 41ST ST
03/24/2016 10:12:00 AM,Medium,ED,FAMILY DISTURB,P160841061,2200 MCELDERRY ST
01/16/2016 04:27:00 PM,Medium,ND,FAMILY DISTURB,P160161984,2400 SHIRLEY AV
01/16/2016 04:15:00 PM,Medium,SE,FAMILY DISTURB,P160161958,500 N MONTFORD AV
01/16/2016 12:58:00 AM,Medium,NE,FAMILY DISTURB,P160160157,4200 BLK LASALLE AV
01/15/2016 03:24:00 PM,Medium,SE,FAMILY DISTURB,P160152158,S CONKLING ST/EASTERN AV
03/24/2016 09:51:00 AM,Medium,NE,FAMILY DISTURB,P160841026,3800 BAYONNE AV
03/24/2016 06:40:00 PM,Medium,ED,FAMILY DISTURB,P160842923,2700 E CHASE ST
03/24/2016 04:58:00 PM,Medium,SD,FAMILY DISTURB,P160842471,2200 W PATAPSCO AV
03/25/2016 04:38:00 PM,Medium,CD,FAMILY DISTURB,P160852067,500 HALF MILE CT
01/15/2016 04:27:00 PM,Medium,SW,FAMILY DISTURB,P160152368,POPLAR GROVE ST/MOSHER ST
01/15/2016 11:39:00 PM,Medium,ED,FAMILY DISTURB,P160153677,2200 E BIDDLE ST
01/15/2016 09:45:00 PM,Medium,ED,FAMILY DISTURB,P160153337,1200 E EAGER ST
01/15/2016 11:17:00 PM,Medium,WD,FAMILY DISTURB,P160153615,1600 N CALHOUN ST
03/24/2016 05:34:00 AM,Medium,WD,FAMILY DISTURB,P160840491,1600 N CALHOUN ST
01/15/2016 11:54:00 PM,Medium,ND,FAMILY DISTURB,P160153731,2500 EDGECOMBE CI N
01/16/2016 12:02:00 AM,Medium,SW,FAMILY DISTURB,P160160006,500 LYNDHURST ST
01/15/2016 11:59:00 PM,Medium,SE,FAMILY DISTURB,P160153734,2600 JEFFERSON ST
03/24/2016 08:38:00 AM,Medium,NE,FAMILY DISTURB,P160840792,4500 HAZELWOOD AV
01/16/2016 02:07:00 PM,Medium,NE,FAMILY DISTURB,P160161604,2700 WOODSDALE AV
01/16/2016 02:06:00 PM,Medium,SW,FAMILY DISTURB,P160161598,3400 W CATON AV
03/24/2016 01:33:00 AM,Medium,SE,FAMILY DISTURB,P160840238,2400 FLEET ST
03/23/2016 11:09:00 PM,Medium,CD,FAMILY DISTURB,P160833379,700 DRUID PARK LAKE DR
01/16/2016 02:03:00 AM,Medium,SW,FAMILY DISTURB,P160160317,COOKS LN/COLEHERNE RD
03/23/2016 11:18:00 PM,Medium,ED,FAMILY DISTURB,P160833408,2200 HARFORD RD
03/24/2016 12:25:00 AM,Medium,SW,FAMILY DISTURB,P160840076,2000 BRADDISH AV
03/24/2016 03:08:00 AM,Medium,ND,FAMILY DISTURB,P160840361,700 HOMESTEAD ST
01/16/2016 08:18:00 AM,Medium,SW,FAMILY DISTURB,P160160728,1400 BLOOMFIELD AV
03/24/2016 12:59:00 AM,Medium,SW,FAMILY DISTURB,P160840168,2100 WILHELM ST
03/24/2016 12:52:00 AM,Medium,ND,FAMILY DISTURB,P160840145,900 HOMESTEAD ST
03/24/2016 05:11:00 AM,Medium,NE,FAMILY DISTURB,P160840473,1200 GLENHAVEN RD
03/24/2016 01:25:00 AM,Medium,SE,FAMILY DISTURB,P160840228,2400 FLEET ST
03/23/2016 09:25:00 PM,Medium,NE,FAMILY DISTURB,P160833076,5100 CONANT WY
03/23/2016 11:27:00 PM,Medium,CD,FAMILY DISTURB,P160833451,700 DRUID PARK LAKE DR
03/23/2016 09:28:00 PM,Medium,WD,FAMILY DISTURB,P160833074,1200 W SARATOGA ST
03/23/2016 10:01:00 PM,Medium,WD,FAMILY DISTURB,P160833184,2100 BLK W BALTIMORE ST
03/23/2016 09:51:00 PM,Medium,ND,FAMILY DISTURB,P160833148,700 E 36TH ST
03/24/2016 08:19:00 AM,Medium,ED,FAMILY DISTURB,P160840741,1100 ABBOTT CT
01/16/2016 01:37:00 PM,Medium,WD,FAMILY DISTURB,P160161525,N BENTALOU ST/W NORTH AV
01/18/2016 12:52:00 PM,Medium,SE,FAMILY DISTURB,P160181209,6200 FORTVIEW WY
01/18/2016 12:53:00 PM,Medium,SE,FAMILY DISTURB,P160181214,6200 FORTVIEW WY
03/24/2016 05:22:00 AM,Medium,SD,FAMILY DISTURB,P160840480,1000 BETHUNE RD
03/24/2016 01:56:00 AM,Medium,SE,FAMILY DISTURB,P160840272,400 N EAST AV
01/16/2016 02:59:00 PM,Medium,NE,FAMILY DISTURB,P160161776,5900 DAYWALT AV
03/23/2016 11:52:00 PM,Medium,ND,FAMILY DISTURB,P160833503,3400 ROLAND AV
03/23/2016 10:41:00 PM,Medium,ED,FAMILY DISTURB,P160833274,1200 E OLIVER ST
01/16/2016 04:42:00 PM,Medium,SW,FAMILY DISTURB,P160162022,3000 GEORGETOWN RD
01/16/2016 05:10:00 PM,Medium,WD,FAMILY DISTURB,P160162084,1500 N BENTALOU ST
01/16/2016 06:01:00 PM,Medium,SW,FAMILY DISTURB,P160162233,200 DIENER PL
03/24/2016 02:01:00 PM,Medium,NE,FAMILY DISTURB,P160841796,5600 FORCE RD
03/24/2016 02:07:00 PM,Medium,SW,FAMILY DISTURB,P160841828,1400 BLOOMFIELD AV
03/24/2016 04:48:00 PM,Medium,NW,FAMILY DISTURB,P160842407,3200 CARLISLE AV
03/24/2016 12:33:00 PM,Medium,SD,FAMILY DISTURB,P160841522,800 BRIDGEVIEW RD
03/24/2016 11:06:00 AM,Medium,CD,FAMILY DISTURB,P160841228,400 WATTY CT
03/24/2016 03:33:00 PM,Medium,SD,FAMILY DISTURB,P160842298,2800 GANLEY DR
03/24/2016 03:59:00 PM,Medium,SE,FAMILY DISTURB,P160842237,300 S DALLAS CT
01/17/2016 02:20:00 PM,Medium,NE,FAMILY DISTURB,P160171508,2600 HARFORD RD
03/24/2016 02:41:00 PM,Medium,SD,FAMILY DISTURB,P160841925,2800 GANLEY DR
03/24/2016 04:19:00 PM,Medium,ED,FAMILY DISTURB,P160842311,2400 E FEDERAL ST
03/24/2016 02:49:00 PM,Medium,ED,FAMILY DISTURB,P160841961,800-29 MC ALEER CT
03/24/2016 05:13:00 PM,Medium,ND,FAMILY DISTURB,P160842533,2600 HUNTINGDON AV
03/24/2016 05:01:00 PM,Medium,NE,FAMILY DISTURB,P160842487,2600 AILSA AV
03/24/2016 05:29:00 PM,Medium,NE,FAMILY DISTURB,P160842631,5100 BLK CONANT WY
03/24/2016 06:11:00 PM,Medium,WD,FAMILY DISTURB,P160842790,1400 W NORTH AV
03/24/2016 05:28:00 PM,Medium,SW,FAMILY DISTURB,P160842623,1200 HAVERHILL RD
03/24/2016 05:03:00 PM,Medium,NE,FAMILY DISTURB,P160842489,1700 E 35TH ST
03/24/2016 06:45:00 PM,Medium,NE,FAMILY DISTURB,P160842943,2700 OVERLAND AV
03/22/2016 09:59:00 AM,Medium,SE,FAMILY DISTURB,P160820872,2600 BOSTON ST
01/17/2016 05:44:00 PM,Medium,WD,FAMILY DISTURB,P160172053,2400 WINCHESTER ST
01/17/2016 06:15:00 PM,Medium,ED,FAMILY DISTURB,P160172152,1000 DARLEY AV
01/17/2016 09:10:00 PM,Medium,SD,FAMILY DISTURB,P160172599,3500 7TH ST
01/17/2016 04:29:00 PM,Medium,NW,FAMILY DISTURB,P160171832,3800 BOARMAN AV
01/17/2016 06:03:00 PM,Medium,SD,FAMILY DISTURB,P160172106,4000 PENNINGTON AV
01/17/2016 06:02:00 PM,Medium,NE,FAMILY DISTURB,P160172109,1500 CARSWELL ST
01/17/2016 06:47:00 PM,Medium,NW,FAMILY DISTURB,P160172229,4100 EDGEWOOD RD
01/17/2016 10:24:00 PM,Medium,ED,FAMILY DISTURB,P160172781,1400 KENHILL AV
01/17/2016 10:24:00 PM,Medium,NW,FAMILY DISTURB,P160172784,3800 DOLFIELD AV
01/17/2016 07:21:00 PM,Medium,SW,FAMILY DISTURB,P160172315,0 S WOODINGTON RD
01/17/2016 07:31:00 PM,Medium,ED,FAMILY DISTURB,P160172333,400 N BROADWAY
01/18/2016 07:26:00 AM,Medium,SE,FAMILY DISTURB,P160180512,800 S PONCA ST
01/18/2016 11:04:00 AM,Medium,SD,FAMILY DISTURB,P160180940,1300 RAMSAY ST
03/24/2016 10:18:00 PM,Medium,ND,FAMILY DISTURB,P160843706,5900 THE ALAMEDA
01/17/2016 11:05:00 PM,Medium,SD,FAMILY DISTURB,P160172894,200 PONTIAC AV
03/24/2016 11:32:00 PM,Medium,WD,FAMILY DISTURB,P160843940,200 N GILMOR ST
01/17/2016 10:30:00 PM,Medium,SE,FAMILY DISTURB,P160172805,4000 EASTERN AV
03/25/2016 01:10:00 AM,Medium,WD,FAMILY DISTURB,P160850176,0 N NORRIS ST
01/18/2016 10:43:00 PM,Medium,CD,FAMILY DISTURB,P160182816,1600 EUTAW PL
01/18/2016 10:44:00 AM,Medium,SD,FAMILY DISTURB,P160180894,2500 WESTPORT ST
01/18/2016 10:53:00 AM,Medium,ED,FAMILY DISTURB,P160180922,1300 N LUZERNE AV
01/18/2016 01:00:00 PM,Medium,SE,FAMILY DISTURB,P160181241,6200 FORTVIEW WY
03/22/2016 03:14:00 PM,Medium,ED,FAMILY DISTURB,P160821811,2300 AIKEN ST
01/18/2016 02:35:00 PM,Medium,NE,FAMILY DISTURB,P160181503,5600 FORCE RD
03/22/2016 02:58:00 PM,Medium,ED,FAMILY DISTURB,P160821762,2300 AIKEN ST
03/22/2016 02:45:00 PM,Medium,NW,FAMILY DISTURB,P160821705,3900 HILTON RD
03/22/2016 11:09:00 AM,Medium,NE,FAMILY DISTURB,P160821057,3700 LYNDALE AV
03/23/2016 01:22:00 PM,Medium,SW,FAMILY DISTURB,P160831405,3200 NORMOUNT AV
03/24/2016 07:51:00 PM,Medium,SW,FAMILY DISTURB,P160843167,300 N CHAPELGATE LN
01/18/2016 06:02:00 PM,Medium,ED,FAMILY DISTURB,P160182099,2400 E LAFAYETTE AV
03/22/2016 02:03:00 PM,Medium,SW,FAMILY DISTURB,P160821568,1000 ELLICOTT DY
01/19/2016 10:40:00 AM,Medium,NW,FAMILY DISTURB,P160190990,4100 OAKFORD AV
03/22/2016 03:24:00 PM,Medium,SW,FAMILY DISTURB,P160821851,2900 BAKER ST
03/22/2016 02:42:00 PM,Medium,SD,FAMILY DISTURB,P160821699,3600 ST MARGARET ST
03/22/2016 06:51:00 PM,Medium,NE,FAMILY DISTURB,P160822652,1500 MONTPELIER ST
03/24/2016 09:42:00 PM,Medium,NE,FAMILY DISTURB,P160843572,5500 BUCKNELL RD
03/24/2016 09:20:00 PM,Medium,NE,FAMILY DISTURB,P160843509,3900 REXMERE RD
03/22/2016 07:04:00 PM,Medium,WD,FAMILY DISTURB,P160822702,2300 REISTERSTOWN RD
03/22/2016 06:46:00 PM,Medium,SW,FAMILY DISTURB,P160822630,400 LONG ISLAND AV
03/22/2016 06:19:00 PM,Medium,ND,FAMILY DISTURB,P160822525,1100 GLENEAGLE RD
03/24/2016 08:43:00 PM,Medium,SD,FAMILY DISTURB,P160843364,1000 BOYD ST
03/22/2016 04:54:00 PM,Medium,NE,FAMILY DISTURB,P160822201,3800 BAYONNE AV
03/22/2016 05:25:00 PM,Medium,SD,FAMILY DISTURB,P160822320,3000 SOUTHLAND AV
03/22/2016 04:19:00 PM,Medium,SD,FAMILY DISTURB,P160822071,2400 WESTPORT ST
01/19/2016 07:42:00 PM,Medium,WD,FAMILY DISTURB,P160192693,PENROSE AV/N PULASKI ST
03/22/2016 05:07:00 PM,Medium,ND,FAMILY DISTURB,P160822251,900 E 41ST ST
03/22/2016 06:07:00 PM,Medium,SD,FAMILY DISTURB,P160822484,1600 WILKENS AV
03/22/2016 05:08:00 PM,Medium,SW,FAMILY DISTURB,P160822261,2500 ASHTON ST
03/22/2016 04:22:00 PM,Medium,NW,FAMILY DISTURB,P160822079,2400 ELSINORE AV
03/22/2016 06:53:00 PM,Medium,NE,FAMILY DISTURB,P160822661,1400 KITMORE RD
03/24/2016 08:45:00 PM,Medium,ED,FAMILY DISTURB,P160843369,2200 MCELDERRY ST
03/22/2016 04:57:00 PM,Medium,SE,FAMILY DISTURB,P160822210,200 N WOLFE ST
03/22/2016 06:36:00 PM,Medium,NE,FAMILY DISTURB,P160822582,1600 E COLD SPRING LN
03/24/2016 09:06:00 PM,Medium,WD,FAMILY DISTURB,P160843446,800 W LEXINGTON ST
03/22/2016 04:17:00 PM,Medium,NW,FAMILY DISTURB,P160822065,2400 ELSINORE AV
03/22/2016 06:06:00 PM,Medium,NW,FAMILY DISTURB,P160822479,3300 DORITHAN RD
03/22/2016 06:56:00 PM,Medium,SW,FAMILY DISTURB,P160822674,2800 PRESBURY ST
03/22/2016 05:46:00 PM,Medium,NE,FAMILY DISTURB,P160822396,2600 KENTUCKY AV
03/22/2016 07:37:00 PM,Medium,SW,FAMILY DISTURB,P160822825,3000 BELMONT AV
01/20/2016 01:54:00 AM,Medium,NE,FAMILY DISTURB,P160200199,1700 E 30TH ST
01/20/2016 01:51:00 AM,Medium,NE,FAMILY DISTURB,P160200197,4000 ERDMAN AV
03/23/2016 04:36:00 AM,Medium,ND,FAMILY DISTURB,P160830375,2600 PARK HEIGHTS TE
01/20/2016 03:08:00 AM,Medium,SD,FAMILY DISTURB,P160200315,3600 HORTON AV
03/23/2016 01:33:00 AM,Medium,NE,FAMILY DISTURB,P160830203,3900 CHESTERFIELD AV
03/24/2016 10:20:00 PM,Medium,WD,FAMILY DISTURB,P160843703,1200 W SARATOGA ST
03/22/2016 10:06:00 PM,Medium,NE,FAMILY DISTURB,P160823268,3100 MAYFIELD AV
03/22/2016 09:40:00 PM,Medium,CD,FAMILY DISTURB,P160823209,700 PENNSYLVANIA AV
03/22/2016 11:14:00 PM,Medium,ND,FAMILY DISTURB,P160823459,700 BENNINGHAUS RD
01/20/2016 11:40:00 AM,Medium,SE,FAMILY DISTURB,P160201199,200 HERRING CT
03/22/2016 09:36:00 PM,Medium,NE,FAMILY DISTURB,P160823190,3400 ELMORA AV
03/22/2016 08:42:00 PM,Medium,WD,FAMILY DISTURB,P160823041,1900 N FULTON AV
03/22/2016 10:17:00 PM,Medium,SD,FAMILY DISTURB,P160823292,300 S PAYSON ST
03/24/2016 10:17:00 PM,Medium,ND,FAMILY DISTURB,P160843696,900 BELGIAN AV
01/20/2016 10:39:00 AM,Medium,SD,FAMILY DISTURB,P160201027,100 S FULTON AV
03/23/2016 11:19:00 AM,Medium,WD,FAMILY DISTURB,P160831056,800 N FULTON AV
01/20/2016 10:56:00 AM,Medium,ED,FAMILY DISTURB,P160201066,1600 E LAFAYETTE AV
03/22/2016 10:01:00 PM,Medium,NE,FAMILY DISTURB,P160823259,1900 NORTHBOURNE RD
03/24/2016 10:43:00 PM,Medium,NW,FAMILY DISTURB,P160843784,3400 EDGEWOOD RD
03/23/2016 12:11:00 AM,Medium,SE,FAMILY DISTURB,P160830045,1700 E LOMBARD ST
03/22/2016 09:36:00 PM,Medium,WD,FAMILY DISTURB,P160823194,900 W SARATOGA ST
03/23/2016 07:53:00 AM,Medium,NW,FAMILY DISTURB,P160830558,3200 MILFORD AV
03/24/2016 10:21:00 PM,Medium,WD,FAMILY DISTURB,P160843709,2500 MOSHER ST
01/20/2016 01:49:00 PM,Medium,NW,FAMILY DISTURB,P160201592,3500 WOODLAND AV
03/23/2016 12:03:00 AM,Medium,SE,FAMILY DISTURB,P160830014,3400 TOONE ST
03/22/2016 10:36:00 PM,Medium,ED,FAMILY DISTURB,P160823357,900 E BIDDLE ST
03/22/2016 10:33:00 PM,Medium,SD,FAMILY DISTURB,P160823353,2900 CHERRYLAND RD
03/24/2016 10:34:00 PM,Medium,ND,FAMILY DISTURB,P160843743,2600 BARCLAY ST
